date_start,date_stop,view_content,Add_to_cart,initiate_checkout,purchase,conversion_value
2024-06-05,2024-06-05,2,0,0,0,0
2024-06-05,2024-06-05,97,13,10,2,998
2024-06-05,2024-06-05,2,1,1,0,0
2024-06-05,2024-06-05,20,0,0,0,0
2024-06-05,2024-06-05,1,0,0,0,0
2024-06-05,2024-06-05,45,12,8,2,1497
2024-06-05,2024-06-05,34,4,3,2,1247
2024-06-06,2024-06-06,7,2,1,1,499
2024-06-06,2024-06-06,7,1,1,1,499
2024-06-06,2024-06-06,5,1,0,0,0
2024-06-06,2024-06-06,7,1,2,1,998
2024-06-06,2024-06-06,2,1,1,1,499
2024-06-06,2024-06-06,4,0,0,0,0
2024-06-06,2024-06-06,1,0,0,0,0
2024-06-06,2024-06-06,97,13,11,2,1247
2024-06-06,2024-06-06,0,0,0,0,0
2024-06-06,2024-06-06,7,0,0,0,0
2024-06-06,2024-06-06,26,2,2,1,499
2024-06-06,2024-06-06,33,6,4,0,0
2024-06-06,2024-06-06,48,7,6,1,499
2024-06-07,2024-06-07,2,0,0,0,0
2024-06-07,2024-06-07,7,1,0,0,0
2024-06-07,2024-06-07,11,1,1,0,0
2024-06-07,2024-06-07,3,0,0,0,0
2024-06-07,2024-06-07,4,2,3,0,0
2024-06-07,2024-06-07,2,1,1,0,0
2024-06-07,2024-06-07,4,0,0,0,0
2024-06-07,2024-06-07,6,0,0,0,0
2024-06-07,2024-06-07,107,10,7,1,748
2024-06-07,2024-06-07,1,1,1,0,0
2024-06-07,2024-06-07,5,1,1,0,0
2024-06-07,2024-06-07,26,2,2,2,1248
2024-06-07,2024-06-07,0,0,0,0,0
2024-06-07,2024-06-07,43,7,5,1,749
2024-06-07,2024-06-07,1,0,0,0,0
2024-06-07,2024-06-07,44,4,3,0,0
2024-06-08,2024-06-08,2,0,0,0,0
2024-06-08,2024-06-08,6,0,0,0,0
2024-06-08,2024-06-08,9,1,1,0,0
2024-06-08,2024-06-08,12,0,4,1,449.1
2024-06-08,2024-06-08,1,0,0,0,0
2024-06-08,2024-06-08,0,0,0,0,0
2024-06-08,2024-06-08,116,10,6,2,1247
2024-06-08,2024-06-08,19,0,0,0,0
2024-06-08,2024-06-08,21,0,0,0,0
2024-06-08,2024-06-08,53,7,6,3,1346
2024-06-09,2024-06-09,11,1,1,1,499
2024-06-09,2024-06-09,0,0,0,0,0
2024-06-09,2024-06-09,17,4,3,0,0
2024-06-09,2024-06-09,9,0,0,0,0
2024-06-09,2024-06-09,2,0,0,0,0
2024-06-09,2024-06-09,114,7,5,1,749
2024-06-09,2024-06-09,1,4,5,0,0
2024-06-09,2024-06-09,24,3,2,1,748
2024-06-09,2024-06-09,38,6,5,0,0
2024-06-09,2024-06-09,1,0,0,0,0
2024-06-09,2024-06-09,51,10,8,3,1746
2024-06-10,2024-06-10,10,0,0,0,0
2024-06-10,2024-06-10,11,0,0,0,0
2024-06-10,2024-06-10,17,2,2,1,499
2024-06-10,2024-06-10,15,2,2,1,499
2024-06-10,2024-06-10,0,0,0,0,0
2024-06-10,2024-06-10,4,1,1,0,0
2024-06-10,2024-06-10,1,0,0,0,0
2024-06-10,2024-06-10,3,1,1,1,499
2024-06-10,2024-06-10,97,12,10,1,499
2024-06-10,2024-06-10,23,1,1,0,0
2024-06-10,2024-06-10,36,3,4,0,0
2024-06-10,2024-06-10,107,7,6,1,499
2024-06-10,2024-06-10,3,0,0,0,0
2024-06-11,2024-06-11,14,3,3,1,499
2024-06-11,2024-06-11,10,1,1,0,0
2024-06-11,2024-06-11,14,4,3,2,1497
2024-06-11,2024-06-11,3,0,0,0,0
2024-06-11,2024-06-11,4,1,1,0,0
2024-06-11,2024-06-11,1,0,0,0,0
2024-06-11,2024-06-11,116,17,16,3,1747
2024-06-11,2024-06-11,0,0,0,0,0
2024-06-11,2024-06-11,20,0,0,0,0
2024-06-11,2024-06-11,27,1,0,0,0
2024-06-11,2024-06-11,2,0,0,0,0
2024-06-11,2024-06-11,85,14,10,3,1497
2024-06-12,2024-06-12,13,4,3,0,0
2024-06-12,2024-06-12,11,2,2,1,499
2024-06-12,2024-06-12,14,0,0,0,0
2024-06-12,2024-06-12,3,0,0,0,0
2024-06-12,2024-06-12,0,0,0,0,0
2024-06-12,2024-06-12,2,0,0,0,0
2024-06-12,2024-06-12,110,10,8,4,2246
2024-06-12,2024-06-12,21,4,3,0,0
2024-06-12,2024-06-12,34,2,1,1,499
2024-06-12,2024-06-12,92,21,16,3,1497
2024-06-13,2024-06-13,7,0,0,0,0
2024-06-13,2024-06-13,3,1,1,0,0
2024-06-13,2024-06-13,15,9,7,0,0
2024-06-13,2024-06-13,14,0,0,0,0
2024-06-13,2024-06-13,1,1,0,0,0
2024-06-13,2024-06-13,2,0,0,0,0
2024-06-13,2024-06-13,0,0,0,0,0
2024-06-13,2024-06-13,78,8,5,1,748
2024-06-13,2024-06-13,1,0,0,0,0
2024-06-13,2024-06-13,12,0,0,0,0
2024-06-13,2024-06-13,37,8,7,0,0
2024-06-13,2024-06-13,3,0,2,0,0
2024-06-13,2024-06-13,84,12,8,3,1746
2024-06-14,2024-06-14,12,2,3,1,499
2024-06-14,2024-06-14,8,2,2,0,0
2024-06-14,2024-06-14,1,0,0,0,0
2024-06-14,2024-06-14,7,3,2,0,0
2024-06-14,2024-06-14,5,3,2,0,0
2024-06-14,2024-06-14,0,0,0,0,0
2024-06-14,2024-06-14,9,0,0,0,0
2024-06-14,2024-06-14,97,10,8,2,998
2024-06-14,2024-06-14,2,1,1,0,0
2024-06-14,2024-06-14,4,2,2,0,0
2024-06-14,2024-06-14,10,2,1,0,0
2024-06-14,2024-06-14,19,0,0,0,0
2024-06-14,2024-06-14,1,0,1,0,0
2024-06-14,2024-06-14,73,10,9,2,998
2024-06-15,2024-06-15,15,4,3,1,499
2024-06-15,2024-06-15,6,0,0,0,0
2024-06-15,2024-06-15,5,0,0,0,0
2024-06-15,2024-06-15,4,0,0,0,0
2024-06-15,2024-06-15,1,0,0,0,0
2024-06-15,2024-06-15,126,18,12,2,1247.5
2024-06-15,2024-06-15,0,0,0,0,0
2024-06-15,2024-06-15,14,1,1,0,0
2024-06-15,2024-06-15,30,5,3,0,0
2024-06-15,2024-06-15,83,4,4,0,0
2024-06-15,2024-06-15,2,0,0,0,0
2024-06-16,2024-06-16,16,2,1,1,499
2024-06-16,2024-06-16,8,1,1,0,0
2024-06-16,2024-06-16,6,2,2,0,0
2024-06-16,2024-06-16,9,6,2,0,0
2024-06-16,2024-06-16,3,1,0,0,0
2024-06-16,2024-06-16,0,0,0,0,0
2024-06-16,2024-06-16,3,0,0,0,0
2024-06-16,2024-06-16,114,6,4,2,1487.02
2024-06-16,2024-06-16,1,0,0,0,0
2024-06-16,2024-06-16,21,0,0,0,0
2024-06-16,2024-06-16,40,0,0,0,0
2024-06-16,2024-06-16,73,16,12,3,1497
2024-06-17,2024-06-17,12,1,1,1,499
2024-06-17,2024-06-17,2,0,0,0,0
2024-06-17,2024-06-17,6,1,1,0,0
2024-06-17,2024-06-17,10,3,2,0,0
2024-06-17,2024-06-17,9,8,4,1,499
2024-06-17,2024-06-17,5,2,1,0,0
2024-06-17,2024-06-17,4,1,1,1,748.5
2024-06-17,2024-06-17,2,1,1,1,348
2024-06-17,2024-06-17,118,18,13,2,1247
2024-06-17,2024-06-17,4,1,1,0,0
2024-06-17,2024-06-17,1,0,0,0,0
2024-06-17,2024-06-17,34,4,2,0,0
2024-06-17,2024-06-17,25,6,4,0,0
2024-06-17,2024-06-17,3,0,0,0,0
2024-06-17,2024-06-17,82,9,6,2,1247
2024-06-17,2024-06-17,1,1,1,0,0
2024-06-18,2024-06-18,31,7,6,0,0
2024-06-18,2024-06-18,12,0,0,0,0
2024-06-18,2024-06-18,11,0,0,0,0
2024-06-18,2024-06-18,12,2,2,0,0
2024-06-18,2024-06-18,4,1,0,0,0
2024-06-18,2024-06-18,5,2,1,0,0
2024-06-18,2024-06-18,2,0,0,0,0
2024-06-18,2024-06-18,6,1,1,0,0
2024-06-18,2024-06-18,93,18,13,3,2185.62
2024-06-18,2024-06-18,3,2,1,0,0
2024-06-18,2024-06-18,1,0,0,0,0
2024-06-18,2024-06-18,32,7,6,0,0
2024-06-18,2024-06-18,0,0,0,0,0
2024-06-18,2024-06-18,21,3,4,0,0
2024-06-18,2024-06-18,72,6,6,0,0
2024-06-18,2024-06-18,1,1,0,0,0
2024-06-19,2024-06-19,24,4,4,0,0
2024-06-19,2024-06-19,1,0,0,0,0
2024-06-19,2024-06-19,3,1,1,0,0
2024-06-19,2024-06-19,18,4,2,0,0
2024-06-19,2024-06-19,0,0,0,0,0
2024-06-19,2024-06-19,2,1,1,1,499
2024-06-19,2024-06-19,97,8,6,2,998
2024-06-19,2024-06-19,4,1,1,0,0
2024-06-19,2024-06-19,11,1,1,0,0
2024-06-19,2024-06-19,16,2,2,0,0
2024-06-19,2024-06-19,9,5,3,0,0
2024-06-19,2024-06-19,66,5,4,0,0
2024-06-20,2024-06-20,5,0,0,0,0
2024-06-20,2024-06-20,14,0,0,0,0
2024-06-20,2024-06-20,7,2,2,0,0
2024-06-20,2024-06-20,8,2,2,0,0
2024-06-20,2024-06-20,4,0,1,0,0
2024-06-20,2024-06-20,7,2,1,0,0
2024-06-20,2024-06-20,8,1,0,0,0
2024-06-20,2024-06-20,1,0,0,0,0
2024-06-20,2024-06-20,97,14,12,1,499
2024-06-20,2024-06-20,10,2,0,0,0
2024-06-20,2024-06-20,20,1,1,0,0
2024-06-20,2024-06-20,0,0,0,0,0
2024-06-20,2024-06-20,19,0,1,0,0
2024-06-20,2024-06-20,68,14,11,3,1945.5
2024-06-21,2024-06-21,3,1,1,0,0
2024-06-21,2024-06-21,11,1,1,0,0
2024-06-21,2024-06-21,6,0,0,0,0
2024-06-21,2024-06-21,4,0,0,0,0
2024-06-21,2024-06-21,9,2,0,0,0
2024-06-21,2024-06-21,1,0,0,0,0
2024-06-21,2024-06-21,2,0,0,0,0
2024-06-21,2024-06-21,0,0,0,0,0
2024-06-21,2024-06-21,97,16,12,2,1172.65
2024-06-21,2024-06-21,5,0,0,0,0
2024-06-21,2024-06-21,17,2,2,0,0
2024-06-21,2024-06-21,22,9,6,1,698
2024-06-21,2024-06-21,67,8,6,2,1197
2024-06-22,2024-06-22,2,1,1,0,0
2024-06-22,2024-06-22,7,1,1,1,889.22
2024-06-22,2024-06-22,5,1,1,0,0
2024-06-22,2024-06-22,3,1,1,0,0
2024-06-22,2024-06-22,5,0,0,0,0
2024-06-22,2024-06-22,4,1,1,0,0
2024-06-22,2024-06-22,0,0,0,0,0
2024-06-22,2024-06-22,1,0,0,0,0
2024-06-22,2024-06-22,85,12,11,4,3332.02
2024-06-22,2024-06-22,10,0,0,0,0
2024-06-22,2024-06-22,30,2,2,0,0
2024-06-22,2024-06-22,87,5,4,1,499
2024-06-23,2024-06-23,10,0,0,0,0
2024-06-23,2024-06-23,22,2,1,0,0
2024-06-23,2024-06-23,8,0,0,0,0
2024-06-23,2024-06-23,3,0,0,0,0
2024-06-23,2024-06-23,4,1,1,0,0
2024-06-23,2024-06-23,0,0,0,0,0
2024-06-23,2024-06-23,1,0,0,0,0
2024-06-23,2024-06-23,2,0,0,0,0
2024-06-23,2024-06-23,99,11,8,1,499
2024-06-23,2024-06-23,4,0,0,0,0
2024-06-23,2024-06-23,13,5,4,1,499
2024-06-23,2024-06-23,44,2,0,0,0
2024-06-23,2024-06-23,93,14,10,3,1895
2024-06-24,2024-06-24,9,2,1,0,0
2024-06-24,2024-06-24,17,0,0,0,0
2024-06-24,2024-06-24,0,0,0,0,0
2024-06-24,2024-06-24,6,1,1,0,0
2024-06-24,2024-06-24,15,1,1,0,0
2024-06-24,2024-06-24,2,0,0,0,0
2024-06-24,2024-06-24,113,10,8,3,1746.5
2024-06-24,2024-06-24,1,0,0,0,0
2024-06-24,2024-06-24,25,2,2,1,499
2024-06-24,2024-06-24,38,3,3,1,499
2024-06-24,2024-06-24,86,9,5,3,2633.52
2024-06-24,2024-06-24,6,2,1,1,499
2024-06-25,2024-06-25,12,0,0,0,0
2024-06-25,2024-06-25,10,0,0,0,0
2024-06-25,2024-06-25,7,6,3,2,1396
2024-06-25,2024-06-25,10,1,1,1,499
2024-06-25,2024-06-25,0,0,0,0,0
2024-06-25,2024-06-25,2,0,0,0,0
2024-06-25,2024-06-25,98,11,8,4,1996
2024-06-25,2024-06-25,3,0,0,0,0
2024-06-25,2024-06-25,6,1,1,1,493.02
2024-06-25,2024-06-25,17,2,1,1,1187
2024-06-25,2024-06-25,33,2,2,0,0
2024-06-25,2024-06-25,5,2,1,0,0
2024-06-25,2024-06-25,92,9,5,0,0
2024-06-25,2024-06-25,1,0,0,0,0
2024-06-26,2024-06-26,7,0,0,0,0
2024-06-26,2024-06-26,13,2,1,0,0
2024-06-26,2024-06-26,5,1,1,0,0
2024-06-26,2024-06-26,6,4,2,0,0
2024-06-26,2024-06-26,4,0,0,0,0
2024-06-26,2024-06-26,1,1,1,0,0
2024-06-26,2024-06-26,0,0,0,0,0
2024-06-26,2024-06-26,83,9,8,1,449.1
2024-06-26,2024-06-26,2,0,0,0,0
2024-06-26,2024-06-26,3,0,0,0,0
2024-06-26,2024-06-26,21,3,2,1,748.5
2024-06-26,2024-06-26,21,0,0,0,0
2024-06-26,2024-06-26,94,14,10,1,698
2024-06-26,2024-06-26,1,0,0,0,0
2024-06-27,2024-06-27,16,2,1,0,0
2024-06-27,2024-06-27,4,3,1,1,499
2024-06-27,2024-06-27,8,0,0,0,0
2024-06-27,2024-06-27,6,0,0,0,0
2024-06-27,2024-06-27,9,1,1,0,0
2024-06-27,2024-06-27,1,0,0,0,0
2024-06-27,2024-06-27,0,0,0,0,0
2024-06-27,2024-06-27,81,8,3,1,499
2024-06-27,2024-06-27,3,0,0,0,0
2024-06-27,2024-06-27,10,0,0,0,0
2024-06-27,2024-06-27,28,2,4,1,749
2024-06-27,2024-06-27,87,4,4,0,0
2024-06-28,2024-06-28,20,1,1,1,698
2024-06-28,2024-06-28,16,4,2,1,749
2024-06-28,2024-06-28,1,2,1,0,0
2024-06-28,2024-06-28,6,0,0,0,0
2024-06-28,2024-06-28,7,1,1,0,0
2024-06-28,2024-06-28,3,0,0,0,0
2024-06-28,2024-06-28,0,0,0,0,0
2024-06-28,2024-06-28,85,6,5,0,0
2024-06-28,2024-06-28,2,0,0,0,0
2024-06-28,2024-06-28,8,1,1,0,0
2024-06-28,2024-06-28,10,2,1,0,0
2024-06-28,2024-06-28,24,2,2,0,0
2024-06-28,2024-06-28,72,8,5,2,1197
2024-06-29,2024-06-29,12,1,1,0,0
2024-06-29,2024-06-29,11,1,1,0,0
2024-06-29,2024-06-29,6,0,0,0,0
2024-06-29,2024-06-29,8,0,0,0,0
2024-06-29,2024-06-29,1,0,0,0,0
2024-06-29,2024-06-29,0,0,0,0,0
2024-06-29,2024-06-29,84,8,3,2,2175.04
2024-06-29,2024-06-29,8,3,3,1,749
2024-06-29,2024-06-29,2,0,0,0,0
2024-06-29,2024-06-29,10,1,0,0,0
2024-06-29,2024-06-29,18,0,0,0,0
2024-06-29,2024-06-29,3,0,0,0,0
2024-06-29,2024-06-29,77,5,4,1,449.1
2024-06-30,2024-06-30,21,8,6,2,1636.12
2024-06-30,2024-06-30,9,4,2,0,0
2024-06-30,2024-06-30,4,0,0,0,0
2024-06-30,2024-06-30,6,2,2,1,499
2024-06-30,2024-06-30,4,2,2,0,0
2024-06-30,2024-06-30,2,0,0,0,0
2024-06-30,2024-06-30,0,0,0,0,0
2024-06-30,2024-06-30,98,9,6,0,0
2024-06-30,2024-06-30,3,0,0,0,0
2024-06-30,2024-06-30,6,1,1,0,0
2024-06-30,2024-06-30,12,0,0,0,0
2024-06-30,2024-06-30,29,4,5,2,1686.02
2024-06-30,2024-06-30,83,11,7,3,1497
2024-07-01,2024-07-01,18,1,1,0,0
2024-07-01,2024-07-01,8,0,0,0,0
2024-07-01,2024-07-01,10,0,0,0,0
2024-07-01,2024-07-01,7,1,1,0,0
2024-07-01,2024-07-01,1,0,0,0,0
2024-07-01,2024-07-01,0,0,0,0,0
2024-07-01,2024-07-01,75,7,5,1,988.02
2024-07-01,2024-07-01,4,0,0,0,0
2024-07-01,2024-07-01,25,0,0,0,0
2024-07-01,2024-07-01,114,5,4,1,698
2024-07-02,2024-07-02,22,2,3,0,0
2024-07-02,2024-07-02,11,3,0,0,0
2024-07-02,2024-07-02,7,0,0,0,0
2024-07-02,2024-07-02,15,0,0,0,0
2024-07-02,2024-07-02,0,0,0,0,0
2024-07-02,2024-07-02,1,0,0,0,0
2024-07-02,2024-07-02,79,6,5,1,598
2024-07-02,2024-07-02,3,0,0,0,0
2024-07-02,2024-07-02,9,0,0,0,0
2024-07-02,2024-07-02,10,3,1,0,0
2024-07-02,2024-07-02,70,6,0,0,0
2024-07-03,2024-07-03,21,7,4,0,0
2024-07-03,2024-07-03,4,1,0,0,0
2024-07-03,2024-07-03,12,1,0,0,0
2024-07-03,2024-07-03,5,1,1,0,0
2024-07-03,2024-07-03,2,0,0,0,0
2024-07-03,2024-07-03,0,0,0,0,0
2024-07-03,2024-07-03,55,3,3,0,0
2024-07-03,2024-07-03,4,0,0,0,0
2024-07-03,2024-07-03,15,1,0,0,0
2024-07-03,2024-07-03,18,1,1,0,0
2024-07-03,2024-07-03,75,9,5,0,0
2024-07-03,2024-07-03,1,0,0,0,0
2024-07-04,2024-07-04,1,1,0,0,0
2024-07-04,2024-07-04,0,0,0,0,0
2024-07-04,2024-07-04,1,0,0,0,0
2024-07-04,2024-07-04,93,6,4,0,0
2024-07-04,2024-07-04,10,1,1,0,0
2024-07-04,2024-07-04,11,1,2,0,0
2024-07-04,2024-07-04,59,4,4,2,898
2024-07-04,2024-07-04,40,1,0,0,0
2024-07-04,2024-07-04,184,29,29,6,3548.1
2024-07-04,2024-07-04,7,1,1,0,0
2024-07-05,2024-07-05,1,0,0,0,0
2024-07-05,2024-07-05,70,5,5,0,0
2024-07-05,2024-07-05,4,0,0,0,0
2024-07-05,2024-07-05,13,1,1,0,0
2024-07-05,2024-07-05,34,2,3,0,0
2024-07-05,2024-07-05,19,0,1,0,0
2024-07-05,2024-07-05,5,1,1,0,0
2024-07-05,2024-07-05,0,0,0,0,0
2024-07-05,2024-07-05,169,27,27,1,449
2024-07-05,2024-07-05,3,1,1,0,0
2024-07-06,2024-07-06,2,0,0,0,0
2024-07-06,2024-07-06,58,4,4,1,449
2024-07-06,2024-07-06,19,2,2,0,0
2024-07-06,2024-07-06,36,2,1,1,699
2024-07-06,2024-07-06,28,2,1,0,0
2024-07-06,2024-07-06,9,3,2,1,1098
2024-07-06,2024-07-06,0,0,0,0,0
2024-07-06,2024-07-06,163,17,18,2,1097
2024-07-06,2024-07-06,1,0,0,0,0
2024-07-07,2024-07-07,78,11,10,1,449
2024-07-07,2024-07-07,0,0,0,0,0
2024-07-07,2024-07-07,24,7,5,1,648
2024-07-07,2024-07-07,43,9,10,2,898
2024-07-07,2024-07-07,29,4,4,0,0
2024-07-07,2024-07-07,3,0,1,1,809.1
2024-07-07,2024-07-07,217,42,38,5,3594
2024-07-07,2024-07-07,3,1,1,0,0
2024-07-08,2024-07-08,74,9,9,1,648
2024-07-08,2024-07-08,0,0,0,0,0
2024-07-08,2024-07-08,28,1,1,0,0
2024-07-08,2024-07-08,54,8,6,1,449
2024-07-08,2024-07-08,33,5,5,0,0
2024-07-08,2024-07-08,4,0,0,0,0
2024-07-08,2024-07-08,3,2,1,1,449
2024-07-08,2024-07-08,190,30,29,3,2245
2024-07-08,2024-07-08,8,0,0,0,0
2024-07-09,2024-07-09,64,9,8,0,0
2024-07-09,2024-07-09,0,0,0,0,0
2024-07-09,2024-07-09,29,3,3,1,699
2024-07-09,2024-07-09,51,11,11,3,1347
2024-07-09,2024-07-09,30,0,0,0,0
2024-07-09,2024-07-09,5,0,0,0,0
2024-07-09,2024-07-09,240,25,23,2,1258.1
2024-07-09,2024-07-09,8,3,3,0,0
2024-07-10,2024-07-10,61,6,6,0,0
2024-07-10,2024-07-10,2,0,0,0,0
2024-07-10,2024-07-10,26,3,2,0,0
2024-07-10,2024-07-10,71,7,6,2,1148
2024-07-10,2024-07-10,28,4,4,0,0
2024-07-10,2024-07-10,10,6,5,0,0
2024-07-10,2024-07-10,1,0,0,0,0
2024-07-10,2024-07-10,196,42,39,5,3393
2024-07-10,2024-07-10,4,2,2,0,0
2024-07-11,2024-07-11,28,1,1,0,0
2024-07-11,2024-07-11,1,0,0,0,0
2024-07-11,2024-07-11,48,8,5,1,648
2024-07-11,2024-07-11,68,6,6,1,449
2024-07-11,2024-07-11,31,3,3,1,449
2024-07-11,2024-07-11,11,3,2,0,0
2024-07-11,2024-07-11,183,20,22,4,2296
2024-07-11,2024-07-11,3,0,0,0,0
2024-07-12,2024-07-12,50,4,5,0,0
2024-07-12,2024-07-12,0,0,0,0,0
2024-07-12,2024-07-12,26,0,0,0,0
2024-07-12,2024-07-12,72,7,7,2,1398
2024-07-12,2024-07-12,36,2,1,0,0
2024-07-12,2024-07-12,4,1,1,0,0
2024-07-12,2024-07-12,170,15,14,4,3094
2024-07-12,2024-07-12,4,2,2,0,0
2024-07-13,2024-07-13,43,2,2,0,0
2024-07-13,2024-07-13,4,0,0,0,0
2024-07-13,2024-07-13,26,5,4,0,0
2024-07-13,2024-07-13,48,4,4,0,0
2024-07-13,2024-07-13,34,6,5,2,1302.1
2024-07-13,2024-07-13,5,1,1,0,0
2024-07-13,2024-07-13,0,0,0,0,0
2024-07-13,2024-07-13,201,18,19,3,1796
2024-07-13,2024-07-13,3,1,1,0,0
2024-07-14,2024-07-14,83,12,8,3,1996
2024-07-14,2024-07-14,0,0,0,0,0
2024-07-14,2024-07-14,26,0,0,0,0
2024-07-14,2024-07-14,70,6,6,0,0
2024-07-14,2024-07-14,24,0,0,0,0
2024-07-14,2024-07-14,5,0,0,0,0
2024-07-14,2024-07-14,232,25,25,8,4542
2024-07-14,2024-07-14,4,3,3,1,648
2024-07-15,2024-07-15,71,6,6,1,449
2024-07-15,2024-07-15,0,0,0,0,0
2024-07-15,2024-07-15,28,3,2,1,449
2024-07-15,2024-07-15,60,8,8,0,0
2024-07-15,2024-07-15,25,3,3,0,0
2024-07-15,2024-07-15,2,0,0,0,0
2024-07-15,2024-07-15,4,1,1,0,0
2024-07-15,2024-07-15,190,21,17,3,1597
2024-07-15,2024-07-15,6,0,0,0,0
2024-07-16,2024-07-16,83,9,9,2,898
2024-07-16,2024-07-16,2,0,0,0,0
2024-07-16,2024-07-16,30,3,3,0,0
2024-07-16,2024-07-16,54,3,3,0,0
2024-07-16,2024-07-16,24,5,5,0,0
2024-07-16,2024-07-16,9,2,2,0,0
2024-07-16,2024-07-16,1,0,0,0,0
2024-07-16,2024-07-16,168,21,18,1,648
2024-07-16,2024-07-16,4,1,1,0,0
2024-07-17,2024-07-17,61,6,5,1,449
2024-07-17,2024-07-17,1,0,0,0,0
2024-07-17,2024-07-17,45,3,3,0,0
2024-07-17,2024-07-17,55,3,3,0,0
2024-07-17,2024-07-17,28,3,2,0,0
2024-07-17,2024-07-17,10,0,0,0,0
2024-07-17,2024-07-17,1,0,1,0,0
2024-07-17,2024-07-17,169,15,14,4,2374.1
2024-07-17,2024-07-17,3,0,0,0,0
2024-07-18,2024-07-18,59,9,9,3,1302.1
2024-07-18,2024-07-18,0,0,0,0,0
2024-07-18,2024-07-18,29,0,0,0,0
2024-07-18,2024-07-18,44,3,3,1,648
2024-07-18,2024-07-18,31,5,5,2,1347
2024-07-18,2024-07-18,2,0,0,0,0
2024-07-18,2024-07-18,1,0,0,0,0
2024-07-18,2024-07-18,197,24,22,10,6036
2024-07-18,2024-07-18,3,3,2,1,404.1
2024-07-19,2024-07-19,72,10,11,2,898
2024-07-19,2024-07-19,0,0,0,0,0
2024-07-19,2024-07-19,13,0,0,0,0
2024-07-19,2024-07-19,46,8,8,3,1797
2024-07-19,2024-07-19,12,1,1,0,0
2024-07-19,2024-07-19,7,2,1,1,699
2024-07-19,2024-07-19,1,1,1,1,699
2024-07-19,2024-07-19,182,22,18,2,898
2024-07-19,2024-07-19,2,0,0,0,0
2024-07-20,2024-07-20,78,6,6,0,0
2024-07-20,2024-07-20,0,0,0,0,0
2024-07-20,2024-07-20,20,1,1,0,0
2024-07-20,2024-07-20,36,5,5,2,1398
2024-07-20,2024-07-20,13,2,2,0,0
2024-07-20,2024-07-20,3,0,0,0,0
2024-07-20,2024-07-20,1,1,2,0,0
2024-07-20,2024-07-20,143,18,17,4,2945
2024-07-20,2024-07-20,6,1,1,1,699
2024-07-21,2024-07-21,81,9,8,1,449
2024-07-21,2024-07-21,0,0,0,0,0
2024-07-21,2024-07-21,18,6,6,1,449
2024-07-21,2024-07-21,42,3,2,1,699
2024-07-21,2024-07-21,27,2,2,1,449
2024-07-21,2024-07-21,4,1,1,0,0
2024-07-21,2024-07-21,173,21,19,4,3293
2024-07-22,2024-07-22,75,7,7,1,699
2024-07-22,2024-07-22,0,0,0,0,0
2024-07-22,2024-07-22,35,7,6,0,0
2024-07-22,2024-07-22,73,7,7,0,0
2024-07-22,2024-07-22,40,5,5,2,1097
2024-07-22,2024-07-22,12,1,0,0,0
2024-07-22,2024-07-22,1,0,0,0,0
2024-07-22,2024-07-22,245,26,23,7,4890
2024-07-22,2024-07-22,4,0,0,0,0
2024-07-23,2024-07-23,78,9,8,3,1996
2024-07-23,2024-07-23,2,0,0,0,0
2024-07-23,2024-07-23,26,4,4,0,0
2024-07-23,2024-07-23,50,10,9,2,1148
2024-07-23,2024-07-23,42,10,8,2,1347
2024-07-23,2024-07-23,20,2,2,0,0
2024-07-23,2024-07-23,239,25,24,7,3842
2024-07-23,2024-07-23,4,1,1,0,0
2024-07-24,2024-07-24,68,10,9,2,898
2024-07-24,2024-07-24,0,0,0,0,0
2024-07-24,2024-07-24,27,2,1,0,0
2024-07-24,2024-07-24,41,6,6,0,0
2024-07-24,2024-07-24,17,1,1,0,0
2024-07-24,2024-07-24,4,0,0,0,0
2024-07-24,2024-07-24,180,29,30,5,2894
2024-07-24,2024-07-24,2,0,0,0,0
2024-07-25,2024-07-25,64,14,13,0,0
2024-07-25,2024-07-25,0,0,0,0,0
2024-07-25,2024-07-25,23,3,2,1,449
2024-07-25,2024-07-25,50,4,4,3,1546
2024-07-25,2024-07-25,6,1,1,0,0
2024-07-25,2024-07-25,5,1,1,0,0
2024-07-25,2024-07-25,1,0,0,0,0
2024-07-25,2024-07-25,174,18,17,8,4997.1
2024-07-26,2024-07-26,53,6,5,3,1597
2024-07-26,2024-07-26,3,2,2,0,0
2024-07-26,2024-07-26,19,0,0,0,0
2024-07-26,2024-07-26,54,4,4,2,898
2024-07-26,2024-07-26,8,0,0,0,0
2024-07-26,2024-07-26,3,0,0,0,0
2024-07-26,2024-07-26,0,0,0,0,0
2024-07-26,2024-07-26,172,19,18,3,1726.1
2024-07-27,2024-07-27,55,9,9,1,449
2024-07-27,2024-07-27,5,1,1,0,0
2024-07-27,2024-07-27,8,0,0,0,0
2024-07-27,2024-07-27,32,6,5,2,898
2024-07-27,2024-07-27,4,1,0,0,0
2024-07-27,2024-07-27,7,2,3,0,0
2024-07-27,2024-07-27,3,0,0,0,0
2024-07-27,2024-07-27,159,19,19,3,1796
2024-07-27,2024-07-27,4,1,1,0,0
2024-07-28,2024-07-28,84,15,14,7,3893
2024-07-28,2024-07-28,3,0,0,0,0
2024-07-28,2024-07-28,20,2,3,0,0
2024-07-28,2024-07-28,51,4,4,2,1348
2024-07-28,2024-07-28,9,1,1,0,0
2024-07-28,2024-07-28,7,1,0,0,0
2024-07-28,2024-07-28,1,0,0,0,0
